SubjectID,Ps1 Major1 Code,Ps1 Major2 Code,Ps2 Major1 Code,Ps2 Major2 Code
201816989,3,1,0,0
201817673,3,1,0,0
201831713,3,1,1,1
201833927,3,1,1,1
201918905,3,1,0,0
201919094,3,1,0,0
201919859,3,1,0,0
201937121,2,3,0,0
201998114,3,1,0,0
202035896,3,1,0,0
202038506,3,1,0,0
202077440,3,1,0,0
202078205,3,2,0,0
202126292,3,1,0,0
202189004,3,1,0,0
202229459,3,1,0,0
203047802,3,1,0,0
203222096,3,1,1,1
203305301,3,1,0,0
203432867,3,1,0,0
203453855,3,1,0,0
203462063,3,2,0,0
203552198,3,1,0,0
203655527,3,1,0,0
203739002,3,2,0,0
203788223,3,1,0,0
203793911,3,2,1,1
203841683,3,1,0,0
203889032,3,1,0,0
203895422,3,1,0,0
203917139,3,1,0,0
203950664,3,1,0,0
203968016,3,1,0,0
203976503,3,1,0,0
203994197,3,1,0,0
203999336,3,2,0,0
204023231,3,1,0,0
204026948,3,1,0,0
204064100,1,3,1,1
204066980,3,1,0,0
204122474,3,1,0,0
204127082,3,1,0,0
204170741,3,1,0,0
204198632,3,1,0,0
204235721,3,1,0,0
204243254,3,1,0,0
204257510,3,1,0,0
204260120,3,2,0,0
204269516,3,1,0,0
204271703,3,1,1,1
204279866,3,1,0,0
204286229,3,1,0,0
204303437,3,2,0,0
204303707,3,2,0,0
204350597,2,1,3,1
204384023,3,1,0,0
204388910,3,1,0,0
204405074,3,1,0,0
204459758,3,1,0,0
204522407,3,1,0,0
204567506,3,2,0,0
204618554,3,1,0,0
204631451,3,1,1,1
204645212,3,1,0,0
204650711,3,1,0,0
204655904,3,1,0,0
204684569,3,1,0,0
204706970,3,1,0,0
204738308,2,3,0,0
204739748,3,2,0,0
204756524,3,1,0,0
204779969,3,1,0,0
204793064,3,1,0,0
204796160,3,1,0,0
204813431,2,3,0,0
204833087,3,1,0,0
204835976,3,1,0,0
204843716,3,1,0,0
204851186,3,2,0,0
204853373,3,1,0,0
204891074,3,1,0,0
204900965,3,1,0,0
204905321,3,1,0,0
205035227,3,1,0,0
205056827,3,2,0,0
205310609,3,2,0,0
205683173,3,1,0,0
205798049,1,1,3,2
205884962,3,1,0,0
205951517,3,1,0,0
205954802,3,1,0,0
206079749,3,2,0,0
206244746,3,1,0,0
206282807,3,1,0,0
206286164,3,1,0,0
206326349,3,1,0,0
206381564,3,1,1,1
206418311,3,1,0,0
206422856,3,1,0,0
206423468,3,1,1,1
206441072,3,2,0,0
206479196,1,3,0,0
206489033,3,2,0,0
206525222,3,1,0,0
206525501,3,1,0,0
206557793,3,2,0,0
206672057,3,1,1,1
206675216,3,1,1,1
206711810,3,1,0,0
206712701,3,3,0,0
206721611,3,1,2,1
206747945,3,1,1,1
206758142,3,1,0,0
206824076,3,1,0,0
206827028,3,2,0,0
206831672,3,1,1,1
206852588,3,2,0,0
206855261,3,1,0,0
206864450,3,1,0,0
206878985,3,1,0,0
206945405,3,1,0,0
206994383,3,1,0,0
207003779,2,3,0,0
207027503,3,2,0,0
207107414,3,1,0,0
207174365,3,2,0,0
207204173,3,1,0,0
207219320,3,1,1,1
207276155,3,1,0,0
207324485,3,1,0,0
207329957,3,2,0,0
207345284,3,1,0,0
207382310,3,2,0,0
207401237,3,1,0,0
207422072,3,1,2,1
207450512,3,1,0,0
207450854,3,1,0,0
207453185,3,1,0,0
207477458,3,2,0,0
207523232,3,1,0,0
207620018,3,1,0,0
207656270,3,1,0,0
207742544,3,1,0,0
207743588,3,1,0,0
207756404,3,1,0,0
207805742,3,1,0,0
207844892,3,1,0,0
208154456,3,3,0,0
208284146,3,2,1,1
208312784,3,1,0,0
208386548,1,3,0,0
223587350,2,3,0,0
231001982,3,3,0,0
231032051,3,1,0,0
231037217,3,1,1,1
231089633,3,1,0,0
231100532,3,2,0,0
231144470,3,1,0,0
231317819,3,1,1,1
231319196,3,3,0,0
231331796,3,1,0,0
231333515,1,3,0,0
231336746,1,1,3,1
231340283,3,1,0,0
231341444,3,1,0,0
231346331,1,3,0,0
231362711,3,1,0,0
231370721,3,1,0,0
231371333,3,1,0,0
231384554,3,2,0,0
231394013,2,3,0,0
231402527,3,1,0,0
231402797,3,1,0,0
231425567,3,1,0,0
231426863,3,2,0,0
231430085,3,2,0,0
231451406,3,2,0,0
231456167,3,1,0,0
231463232,3,2,0,0
231466094,3,1,0,0
231472637,3,1,0,0
231493040,3,1,1,1
231532190,3,1,0,0
231554456,3,3,0,0
231579683,3,1,0,0
231597935,3,1,0,0
231612434,3,1,0,0
231618122,3,1,0,0
231618275,3,1,0,0
231624791,3,2,0,0
231629642,3,1,0,0
231629984,3,1,0,0
231644105,3,2,0,0
231651233,3,1,0,0
231678116,3,2,0,0
231707438,3,1,0,0
231733358,3,1,0,0
231746570,3,1,0,0
231782156,2,3,0,0
231794567,3,1,0,0
231845750,3,1,0,0
231853553,3,1,0,0
231909839,3,1,0,0
231914078,3,1,0,0
231928064,3,1,0,0
231950681,3,2,0,0
231955226,3,1,0,0
231968987,3,1,0,0
231976205,3,2,0,0
231983396,4,3,0,0
232000937,3,1,0,0
232010675,3,1,0,0
232010801,3,1,0,0
232019099,3,2,1,1
232031015,3,1,0,0
232032248,3,1,0,0
232055693,3,1,0,0
232068779,3,1,0,0
232110188,3,1,0,0
232111763,3,1,0,0
232194743,3,1,1,1
232202366,2,3,0,0
232208054,3,1,0,0
232221635,3,1,0,0
232228484,3,2,0,0
232247663,3,1,0,0
232251038,3,2,0,0
232252757,3,1,0,0
232270694,3,2,0,0
232278929,3,1,0,0
232292636,3,1,0,0
232300034,3,1,0,0
232301114,3,1,0,0
232313345,3,1,0,0
232362314,3,1,0,0
232367660,3,1,0,0
232380908,3,2,0,0
232391573,3,1,0,0
232419068,3,1,0,0
232421408,3,2,1,1
232443899,3,1,0,0
232474922,3,1,0,0
232495235,3,1,0,0
232619273,3,1,0,0
232878086,3,1,1,1
233056781,3,1,0,0
233226557,3,2,0,0
233284445,3,3,2,1
233286227,3,1,0,0
233294579,3,1,0,0
233296361,3,1,0,0
233296703,3,1,0,0
233297810,1,3,0,0
233305487,3,2,0,0
233305829,3,1,0,0
233306045,3,1,0,0
233314244,3,1,0,0
233318087,3,1,0,0
233342702,3,1,0,0
233343746,3,1,0,0
233358452,3,1,0,0
233385461,3,1,0,0
233388962,3,1,0,0
233391149,3,1,0,0
233391824,3,1,0,0
233408636,3,1,0,0
233422064,3,2,0,0
233424269,3,1,0,0
233433458,3,1,0,0
233439137,3,2,0,0
233445707,3,1,0,0
233446328,3,1,0,0
233460242,1,3,0,0
233469368,3,1,0,0
233470997,3,2,0,0
233479907,3,1,0,0
233479970,3,1,0,0
233492390,3,1,0,0
233493830,3,1,2,1
233496503,3,1,0,0
233519732,3,2,0,0
233521325,3,1,0,0
233541260,3,2,0,0
233551403,3,1,0,0
233559422,3,1,0,0
233561393,3,1,0,0
233562563,3,1,1,1
233573192,3,1,0,0
233592947,3,1,0,0
233597861,3,2,1,1
233600966,3,1,0,0
233607662,3,2,0,0
233613224,3,3,0,0
233616995,3,1,0,0
233620775,3,1,1,1
233627138,3,1,0,0
233632637,3,1,0,0
233637002,3,1,0,0
233639765,3,1,1,1
233644616,3,2,0,0
233648180,3,1,1,1
233650241,3,1,0,0
233660843,3,1,0,0
233667791,3,1,0,0
233680265,3,1,0,0
233691911,3,2,0,0
233695007,3,1,0,0
233695691,3,1,0,0
233698760,3,1,0,0
233699255,1,3,0,0
233708552,3,3,0,0
233726588,3,2,1,1
233731844,3,1,0,0
233741465,3,1,0,0
233741924,2,3,0,0
233743526,3,2,0,0
233747918,2,3,0,0
233748872,3,1,1,1
233762300,2,3,0,0
233764694,3,1,0,0
233766413,3,1,0,0
233788418,3,1,0,0
233813420,3,1,1,1
233813753,3,1,0,0
233821529,3,1,0,0
233821592,3,1,0,0
233859482,3,2,0,0
233860373,3,1,0,0
233883845,3,1,0,0
233891297,3,1,0,0
233902052,3,2,0,0
233902205,3,1,1,1
233905346,3,1,0,0
233907740,3,1,0,0
233909126,3,1,1,1
233913977,3,1,0,0
233916587,3,1,0,0
233921168,3,1,0,0
233936531,1,3,0,0
233940563,3,1,0,0
233943047,3,1,0,0
233966825,3,1,0,0
233978462,3,1,0,0
233979848,3,1,0,0
233987102,3,2,0,0
233998775,3,1,0,0
234009314,3,1,0,0
234020132,3,1,0,0
234023849,3,1,0,0
234050579,3,1,0,0
234229031,3,1,0,0
234235358,3,1,0,0
234733085,2,3,0,0
234734651,3,2,0,0
234740681,3,1,0,0
234755639,3,1,0,0
234830816,2,3,0,0
234858014,3,1,0,0
234860012,3,2,0,0
234860165,3,1,0,0
234861389,3,1,1,1
234863666,3,1,0,0
234865106,3,1,0,0
234905327,3,2,0,0
234912914,1,3,0,0
234955439,3,2,0,0
234968921,3,1,0,0
234986345,3,1,0,0
235008953,3,1,0,0
235022390,3,2,0,0
235025207,3,2,1,1
235032677,3,1,0,0
235044476,3,1,0,0
235066157,3,2,0,0
235068767,3,1,1,1
235072268,3,1,0,0
235095011,3,2,0,0
235104686,3,1,0,0
235121804,3,1,0,0
235126628,3,1,0,0
235130930,3,1,0,0
235137014,3,1,0,0
235139291,3,2,0,0
235141226,3,1,0,0
235141838,3,1,1,1
235163681,3,1,0,0
235173419,3,2,1,1
235173482,3,2,0,0
235175075,3,1,2,1
235176641,3,2,0,0
235208780,3,1,0,0
235212074,3,1,0,0
235212902,3,1,0,0
235216277,3,1,1,1
235217636,3,1,0,0
235218923,3,1,0,0
235243277,3,2,0,0
235249424,3,1,0,0
235255112,3,1,0,0
235284389,3,1,0,0
235291643,3,1,1,1
235309895,2,3,0,0
235353338,3,1,0,0
235355183,3,1,0,0
235399184,3,1,0,0
235403513,3,1,1,1
235463480,3,1,0,0
235504628,3,1,0,0
235506185,3,1,0,0
235532087,3,1,0,0
235532978,2,3,0,0
235534760,2,3,0,0
235540601,3,1,0,0
235564109,3,1,0,0
235566503,3,1,0,0
235587275,3,1,0,0
235593854,3,1,0,0
235608866,3,2,0,0
235634489,3,1,0,0
235662182,3,1,0,0
235776833,3,1,1,1
235807838,3,3,0,0
235833254,3,2,0,0
235878776,3,1,0,0
235879514,3,2,0,0
235880216,3,1,0,0
236056121,3,1,0,0
236056184,3,1,0,0
236119661,3,1,0,0
236418911,3,1,0,0
236422133,3,1,0,0
236422565,3,1,0,0
236424257,3,2,0,0
236425274,3,1,0,0
236425823,3,1,0,0
236426381,3,1,0,0
236426714,3,2,0,0
236431817,3,1,0,0
236432123,3,1,0,0
236432888,3,2,0,0
236434949,3,1,0,0
236438792,3,1,0,0
236475197,3,1,0,0
236475602,3,1,0,0
236475818,3,1,0,0
236493359,3,1,0,0
236503214,3,1,1,1
236523221,2,3,0,0
236576069,3,1,0,0
236615273,3,1,0,0
236617757,3,1,0,0
236627621,3,1,0,0
236627900,3,1,0,0
236628170,3,1,0,0
236635856,3,2,0,0
236636468,3,1,0,0
236641598,3,1,0,0
236641661,3,1,0,0
236643047,3,1,0,0
236643326,3,1,1,1
236646890,3,1,0,0
236650634,3,1,0,0
236650850,3,1,0,0
236657366,3,1,0,0
236657429,3,1,0,0
236659823,3,1,0,0
236667842,3,1,0,0
236668670,3,1,0,0
236668886,1,3,0,0
236669228,3,1,0,0
236669498,3,1,0,0
236681567,3,1,0,0
236681693,3,1,0,0
236687714,3,1,0,0
236689649,3,1,0,0
236690198,3,2,0,0
236690324,3,1,0,0
236693681,3,2,0,0
236694572,3,1,0,0
236694995,3,1,0,0
236695337,3,1,0,0
236696840,3,1,1,1
236696903,3,1,1,1
236697389,3,1,1,1
236697668,3,1,0,0
236700836,3,1,0,0
236702312,3,1,0,0
236702654,3,1,0,0
236710763,3,1,0,0
236713157,3,2,1,1
236713220,3,1,0,0
236713436,3,1,0,0
236714723,3,1,1,1
236718656,3,2,1,1
236718719,3,1,0,0
236719394,3,1,0,0
236719547,3,1,0,0
236720348,3,2,0,0
236723237,3,1,0,0
236725847,3,1,0,0
236726522,2,3,0,0
236727134,3,1,0,0
236727413,3,1,0,0
236727566,3,1,0,0
236727962,3,1,0,0
236735153,3,1,1,1
236736476,3,2,0,0
236736539,3,1,1,1
236736602,3,1,0,0
236737367,3,1,0,0
236739122,3,1,0,0
236740778,3,1,0,0
236741399,3,1,0,0
236745998,3,2,0,0
236746340,3,1,0,0
236748527,3,1,0,0
236748590,3,2,0,0
236748923,3,1,0,0
236749076,3,2,0,0
236749688,3,1,0,0
236749751,3,1,0,0
236751200,3,1,0,0
236753594,3,1,0,0
236754701,3,1,0,0
236756942,3,1,0,0
236757095,3,1,0,0
236757563,3,1,0,0
236761064,3,1,0,0
236761766,3,1,0,0
236762504,3,1,0,0
236763206,3,1,0,0
236764439,3,1,0,0
236765510,3,1,0,0
236765996,3,1,0,0
236766059,3,1,0,0
236766887,3,1,0,0
236773835,3,1,0,0
236774420,3,1,0,0
236774483,3,2,0,0
236774636,3,1,0,0
236774969,3,1,0,0
236776202,3,1,0,0
236777372,3,2,1,1
236777858,3,1,0,0
236779154,3,1,0,0
236779703,3,2,0,0
236784986,3,1,0,0
236792177,3,1,0,0
236794787,3,2,0,0
236804651,2,3,0,0
236804714,3,1,0,0
236804867,3,1,0,0
236810951,3,1,0,0
236819312,3,1,0,0
236819465,3,1,0,0
236828834,2,3,0,0
236851262,3,1,0,0
236858786,2,3,0,0
236945825,3,1,0,0
236966939,3,1,0,0
236993732,3,1,0,0
237036221,3,1,1,1
237217373,3,1,0,0
237327452,3,1,0,0
237497849,3,1,0,0
237497912,3,2,0,0
237498740,3,1,0,0
237529034,3,1,0,0
237529745,3,2,0,0
237530114,3,1,0,0
237530816,3,2,0,0
237531221,3,1,0,0
237531770,3,1,0,0
237532724,3,2,0,0
237532940,3,2,0,0
237537548,3,1,0,0
237548087,3,1,0,0
237549599,3,1,0,0
237567968,3,1,0,0
237568796,3,1,0,0
237568859,3,1,0,0
237570515,3,1,0,0
237570704,3,1,1,1
237571811,3,1,0,0
237573314,3,1,0,0
237573746,3,1,0,0
237574142,3,1,0,0
237574295,3,2,0,0
237641642,3,1,0,0
237648095,3,1,0,0
237699926,2,3,0,0
237701618,3,1,0,0
237701888,3,1,1,1
237705731,3,2,1,1
237705794,3,1,0,0
237708062,3,2,0,0
237725612,3,1,0,0
237728411,3,1,0,0
237729914,3,1,0,0
